distance:double,location:geo_point
0.2848062860101461,POINT (5.867332220077515E-7 2.514570951461792E-6)
0.2848062860101461,POINT (5.867332220077515E-7 2.514570951461792E-6)
0.2848062860101461,POINT (5.867332220077515E-7 2.514570951461792E-6)
0.30021218524180354,POINT (6.705522537231445E-7 2.514570951461792E-6)
0.30021218524180354,POINT (6.705522537231445E-7 2.514570951461792E-6)
0.30021218524180354,POINT (6.705522537231445E-7 2.514570951461792E-6)
0.2848062860101461,POINT (5.867332220077515E-7 2.514570951461792E-6)
0.2848062860101461,POINT (5.867332220077515E-7 2.514570951461792E-6)
0.2848062860101461,POINT (5.867332220077515E-7 2.514570951461792E-6)
0.30021218524180354,POINT (6.705522537231445E-7 2.514570951461792E-6)
0.30021218524180354,POINT (6.705522537231445E-7 2.514570951461792E-6)
0.30021218524180354,POINT (6.705522537231445E-7 2.514570951461792E-6)
0.26851794154977293,POINT (5.867332220077515E-7 2.4726614356040955E-6)
0.26851794154977293,POINT (5.867332220077515E-7 2.4726614356040955E-6)
0.26851794154977293,POINT (5.867332220077515E-7 2.4726614356040955E-6)
0.2848062860101461,POINT (6.705522537231445E-7 2.4726614356040955E-6)
0.2848062860101461,POINT (6.705522537231445E-7 2.4726614356040955E-6)
0.2848062860101461,POINT (6.705522537231445E-7 2.4726614356040955E-6)
0.2848062860101461,POINT (1.0058283805847168E-6 2.346932888031006E-6)
0.2848062860101461,POINT (1.0058283805847168E-6 2.346932888031006E-6)
0.2848062860101461,POINT (1.0058283805847168E-6 2.346932888031006E-6)
0.30021218524180354,POINT (1.0896474123001099E-6 2.346932888031006E-6)
0.30021218524180354,POINT (1.0896474123001099E-6 2.346932888031006E-6)
0.30021218524180354,POINT (1.0896474123001099E-6 2.346932888031006E-6)
0.2848062860101461,POINT (1.0058283805847168E-6 2.346932888031006E-6)
0.2848062860101461,POINT (1.0058283805847168E-6 2.346932888031006E-6)
0.2848062860101461,POINT (1.0058283805847168E-6 2.346932888031006E-6)
0.30021218524180354,POINT (1.0896474123001099E-6 2.346932888031006E-6)
0.30021218524180354,POINT (1.0896474123001099E-6 2.346932888031006E-6)
0.30021218524180354,POINT (1.0896474123001099E-6 2.346932888031006E-6)
0.2685179415497728,POINT (1.0058283805847168E-6 2.3050233721733093E-6)
0.2685179415497728,POINT (1.0058283805847168E-6 2.3050233721733093E-6)
0.2685179415497728,POINT (1.0058283805847168E-6 2.3050233721733093E-6)
0.2848062860101459,POINT (1.0896474123001099E-6 2.3050233721733093E-6)
0.2848062860101459,POINT (1.0896474123001099E-6 2.3050233721733093E-6)
0.2848062860101459,POINT (1.0896474123001099E-6 2.3050233721733093E-6)
0.2848062860101459,POINT (1.341104507446289E-6 2.1792948246002197E-6)
0.2848062860101459,POINT (1.341104507446289E-6 2.1792948246002197E-6)
0.2848062860101459,POINT (1.341104507446289E-6 2.1792948246002197E-6)
0.30021218524180354,POINT (1.4249235391616821E-6 2.1792948246002197E-6)
0.30021218524180354,POINT (1.4249235391616821E-6 2.1792948246002197E-6)
0.30021218524180354,POINT (1.4249235391616821E-6 2.1792948246002197E-6)
0.2848062860101459,POINT (1.341104507446289E-6 2.1792948246002197E-6)
0.2848062860101459,POINT (1.341104507446289E-6 2.1792948246002197E-6)
0.2848062860101459,POINT (1.341104507446289E-6 2.1792948246002197E-6)
